cadence,stride_time_mean,stride_time_std,mean_pressure_left,mean_pressure_right,peak_pressure_left,peak_pressure_right,pressure_variance_left,pressure_variance_right,heel_to_toe_ratio_left,heel_to_toe_ratio_right,contact_area_left,contact_area_right,impact_force_left,impact_force_right,imu_acc_mean_left,imu_acc_mean_right,imu_acc_std_left,imu_acc_std_right,imu_gyro_mean_left,imu_gyro_mean_right,imu_gyro_std_left,imu_gyro_std_right,step_symmetry,force_symmetry,mood
90.0,0.604,0.0567802782663135,1262.5534375,855.545,4085.0,4095.0,2293651.6527694333,1767649.300475,1.126280392338866,1.8,1448,1057,2822.4465625000003,3239.455,5.361696666666667,2.0869016666666664,6.345390465237125,7.884010531998539,0.2132941666666666,0.144595,1.9977199726936967,2.076051186983356,1.035087713245101,1.4757300153986874,angry
90.0,0.622,0.0798498591107085,1247.8575,972.7453125,4085.0,4095.0,2276357.8003187496,1886565.207946777,0.892335089055197,1.8,1416,1196,2837.1425,3122.2546875,5.361659166666667,2.236305,6.402107002620255,7.985985295209875,0.0987033333333333,0.0913883333333333,2.1040468250466504,2.127941970354742,0.963855415880389,1.2828203669366742,angry
90.0,0.63,0.0632455532033675,1194.0978125,993.2996875,4085.0,4095.0,2236230.371370215,1881136.6086249023,1.085496709467625,1.8,1369,1242,2890.9021875,3101.7003125,5.449558333333333,2.2754616666666667,6.149964119537383,7.877201663674558,0.2024816666666666,0.1526291666666667,2.171901860811676,2.0594538709690258,0.9055555505246914,1.2021526094538788,angry
105.0,0.6,0.078740078740118,1225.2040625,893.5365625,4095.0,4095.0,2221424.513045996,1798429.3386631834,1.2240401273952342,1.8,1415,1132,2869.7959375,3201.4634375,5.400864999999999,2.3430025,6.047112750459925,7.717625790303675,0.2197158333333333,0.1501591666666666,2.006822943962913,1.943037993838336,0.925925921026847,1.3711851451280874,angry
105.0,0.5950000000000001,0.0951752769017949,1289.08625,927.185,4095.0,4095.0,2254818.2475609374,1845214.755775,0.9881377093810704,1.8,1473,1149,2805.91375,3167.815,5.209684166666666,2.2039158333333333,6.260816339031408,8.074445544767514,0.1880941666666666,0.1232374999999999,2.012546021908395,2.0765639482312483,0.9497206650853596,1.3903225878435022,angry
90.0,0.6140000000000001,0.065299310869258,1203.5053125,974.3796875,4080.0,4095.0,2214845.8874717774,1874691.5373999025,1.0958621629352348,1.8,1405,1205,2876.4946875,3120.6203125,5.26186,2.1369016666666667,6.304347141356774,7.77667306545654,0.23856,0.1438216666666666,2.1572779858114406,2.045141175615322,0.9590643218768168,1.235150246566331,angry
105.0,0.6083333333333334,0.0651707159867238,1138.1840625,921.904375,4095.0,4095.0,2207426.141433496,1809947.7452308591,0.9955631365016566,1.8,1328,1172,2956.8159375,3173.095625,5.434593333333333,2.0523933333333337,6.430142094045996,7.828496955266842,0.1972316666666666,0.0558183333333333,2.1602495892829654,1.9529805367686648,0.783068778925562,1.2346009978154178,angry
90.0,0.658,0.1309045453756285,1327.44625,1057.2415625,4064.0,4095.0,2335889.6733609377,1983937.2332100584,0.9542273386950958,1.8,1516,1297,2736.55375,3037.7584375,5.11067,2.3905525,7.303520535177994,8.588040473758284,0.0075516666666666,0.0603174999999999,2.2177079295218047,2.4027863624052004,1.0159574414044816,1.2555751644926696,angry
75.0,0.7875,0.0933742469849155,1317.140625,1073.936875,4085.0,4095.0,2413864.445224609,2024831.2841402343,0.9279158339538912,1.8,1476,1298,2767.859375,3021.063125,5.3254658333333325,2.122189166666667,7.187323307196217,8.655889770269104,0.1773666666666666,0.1891875,2.25393804755637,2.3081475716131648,0.8084112111756485,1.226460003781451,angry
75.0,0.8975,0.23573024837725,1263.1071875,1066.8175,4085.0,4095.0,2366946.58257334,1972404.91981875,1.0353230147857102,1.8,1423,1321,2821.8928125,3028.1825,5.443065833333334,2.3965783333333337,7.317962871808382,8.574269896354473,0.0547433333333333,0.0853541666666667,2.2758823719139984,2.3153958733657847,0.840579706084156,1.183995562798702,angry
90.0,0.75,0.2080384579831334,1154.3759375,1103.0115625,4071.0,4095.0,2250178.1664834963,2006773.2320538089,1.0061101705043685,1.8,1310,1379,2916.6240625,2991.9884375,5.652408333333333,2.5564500000000003,7.223742148286479,8.196771388632234,0.1263516666666666,0.0605383333333333,2.2853531061225287,2.150419866413043,0.7017543828870422,1.046567393941922,angry
90.0,0.5880000000000001,0.0837615663654876,1169.216875,1072.2090625,4045.0,4095.0,2190716.858590234,1978120.379105371,1.0133272930609083,1.8,1371,1363,2875.783125,3022.7909375,5.293036666666667,2.5375758333333334,6.6148891723133865,8.106906767437009,-0.1300316666666666,0.0337991666666666,2.166990202407605,2.111620860973699,0.717948714880561,1.0904747169207265,angry
90.0,0.7139999999999999,0.1831502115750893,1237.825,1030.4415625,4039.0,4095.0,2251986.4268750004,1940983.3928350585,1.0679084008087611,1.8,1428,1318,2801.175,3064.5584375,5.171561666666666,2.525649166666667,6.679999234371006,8.475066322321574,-0.2417583333333333,-0.0120708333333333,2.107122450151048,2.241838762968761,0.834862381491457,1.2012568629273852,angry
90.0,0.712,0.1438610440668355,1155.986875,961.3675,4062.0,4095.0,2127381.484827735,1871826.2386937505,1.3128529328041345,1.8,1380,1185,2906.013125,3133.6325,5.433445,2.367645833333333,6.539450655978299,8.282770985630311,0.0609158333333333,0.1034041666666667,2.1423031019013097,2.21564006007654,0.8793969805055428,1.202440142606818,angry
90.0,0.6739999999999999,0.1249959999359979,1249.57625,1000.5740625,4039.0,4095.0,2305123.3129359377,1930580.4682647465,1.0683775385150895,1.8,1410,1279,2789.42375,3094.4259375,5.488979166666667,2.5168991666666662,7.036305409000709,8.396475165548098,0.1060274999999999,0.08749,2.1797104471489823,2.1935316496994828,0.8071748842727584,1.2488593254446276,angry
90.0,0.6479999999999999,0.1682141492265142,1146.64,937.7696875,4058.0,4095.0,2145963.484775,1958192.9035186523,1.3641447245240177,1.8,1364,1151,2911.36,3157.2303125,5.541711666666666,2.508814166666667,6.775238387087489,7.815844810040219,0.0671466666666666,0.1562,2.1503882363011155,2.0223544607709103,0.8318181780371902,1.2227309264325834,angry
90.0,0.696,0.180842472887317,1216.3509375,969.338125,4050.0,4095.0,2262426.439655371,1961442.135046484,1.105815252441322,1.8,1412,1198,2833.6490625,3125.661875,5.479586666666666,2.3349966666666666,6.844009830926766,8.084962236460283,0.0716025,0.0700283333333333,2.1231357111186,1.9873154012881853,0.8130841083500743,1.2548262622448425,angry
90.0,0.67,0.1851485889765298,1199.3421875,1014.3834375,4050.0,4095.0,2239680.255095215,1969934.2301631835,1.0719914365672134,1.8,1400,1256,2850.6578125,3080.6165625,5.142899166666667,2.483445833333333,6.392312428795439,8.065216149639097,-0.2231766666666667,-0.0309908333333333,1.9682414504125807,2.0303263031877345,0.921951215014872,1.1823361285092588,angry
90.0,0.7140000000000001,0.1860752535938081,1145.92375,994.4546875,4086.0,4095.0,2184785.916685937,1927212.530446777,1.0391022598351978,1.8,1316,1241,2940.07625,3100.5453125,5.544149999999999,2.336113333333333,6.520962979435375,7.721549605303041,0.1498549999999999,0.0578608333333333,2.1081747086777067,1.9810457397881147,0.7013574628897853,1.1523136883476013,angry
90.0,0.72,0.1745852227423615,1275.69125,942.970625,4066.0,4095.0,2303066.003423437,1865708.5522621088,0.9983437607811788,1.8,1444,1174,2790.30875,3152.029375,5.391165833333333,2.140449166666667,6.443581898550886,8.12086568789001,0.1598391666666666,0.1644133333333333,2.097360503497822,2.101100664926732,0.8299999958500001,1.3528430417937536,angry
90.0,0.722,0.1355581056226443,1293.63,859.6534375,4095.0,4095.0,2364347.896225,1747132.0133319336,0.8182756321734895,1.8,1447,1101,2801.37,3235.3465625,5.3165075,1.9955775,6.415547100724178,8.521166781745743,0.1351675,0.0940925,2.061597783139027,2.123794933747233,0.8138297829051607,1.5048273432806143,angry
105.0,0.6266666666666666,0.1819035153285634,1263.631875,1056.81875,4095.0,4095.0,2393715.0944839846,1968477.0783984368,0.7775045588838029,1.8,1416,1299,2831.368125,3038.18125,5.338040833333333,2.2202683333333333,7.407779234077689,8.806871825247065,0.1570875,0.0209575,2.3494850027563667,2.357419287913604,0.899999995,1.195694033441691,angry
90.0,0.738,0.154064921380566,1355.39,1281.7790625,4078.0,4095.0,1988819.481025,2159759.508374121,1.223241109926983,1.8,1722,1565,2722.61,2813.2209375,5.174625,2.4140191666666664,5.923691817414908,7.525797716663174,0.1332625,0.1122783333333333,1.86641784717689,1.873505780846136,0.895999996416,1.0574287243380305,angry
90.0,0.63,0.1005982107196743,1527.245625,1334.11125,4078.0,4095.0,1891218.02841836,2264133.0819984376,1.3480373246284791,1.8,1973,1613,2550.754375,2760.88875,4.7104333333333335,2.720616666666667,5.497870526899988,7.129739434910803,0.0374108333333333,0.0023699999999999,1.2922853653054494,1.5560828827861324,0.9999999964539008,1.1447663182925965,angry
105.0,0.5883333333333334,0.0862972897733307,1324.195625,1056.6334375,4080.0,4095.0,2245734.5554808592,2057793.5646944344,1.1293337508180934,1.8,1573,1308,2755.804375,3038.3665625000003,5.172729166666667,2.388565,6.099664747274993,7.656909174776399,0.1215808333333333,0.0431599999999999,1.8910769304286128,1.7876244374588306,0.8305785089645517,1.2532213885638828,angry
105.0,0.5216666666666667,0.0195078331845327,994.6596875,1039.59125,4094.0,4095.0,1974634.5576249023,2013298.442923437,1.429501628290994,1.8,1262,1247,3099.3403125,3055.40875,5.3979091666666665,2.4609708333333336,6.486007545934245,8.04541850661911,0.2208358333333333,0.1964016666666666,2.1881065046174752,2.102782282357644,0.72961373077419,0.9567795867300926,angry
120.0,0.5357142857142857,0.021946130708196,1113.8434375,1132.380625,4095.0,4095.0,2079918.467050684,2201006.763874609,1.200309777394882,1.8,1360,1321,2981.1565625000003,2962.619375,5.088228333333333,2.6333833333333336,6.84351690260185,8.210689942369168,-0.2494716666666666,0.0407391666666666,2.2515834900199807,2.164407705231612,0.7295081937315238,0.9836298961017368,angry
105.0,0.59,0.1181806526749055,1302.483125,1104.3759375,4075.0,4095.0,2546390.192840235,2012132.068358496,0.9443778020591714,1.6246482245810776,1406,1356,2772.5168750000003,2990.6240625,5.1558075,2.2795016666666665,6.379645959386023,7.924259149598606,-0.1935141666666666,-0.0735033333333333,1.8399884075176407,1.9410322816280567,1.0499999934375002,1.179383830807719,angry
105.0,0.5216666666666667,0.0134370962471642,1073.956875,1110.8875,4095.0,4095.0,2077674.8581402344,2159183.53859375,1.1456580563413223,1.8,1317,1305,3021.043125,2984.1125,5.385202499999999,2.398578333333334,7.006048672266017,8.373227484102564,-0.0054258333333333,0.0702775,2.3250890519503344,2.1122258564905136,0.6437246937501024,0.9667557462238472,angry
90.0,0.6759999999999999,0.1246755790040695,1120.6846875,991.35625,4095.0,4095.0,2199945.959015528,2008612.6968359367,0.8905169175796753,1.8,1321,1194,2974.3153125,3103.64375,5.225831666666666,2.6236333333333333,6.631321470742506,8.23229247256734,-0.3175383333333333,-0.0514474999999999,2.1664732809023723,2.1145655134275416,0.6682027618976831,1.1304560659899443,angry
90.0,0.664,0.135292276202302,1073.645625,1111.5146875,4095.0,4095.0,2148441.338793359,2119877.582909277,0.8663528646279666,1.8,1274,1321,3021.354375,2983.4853125,5.317285,2.5897225,6.765353426375817,8.377746092505653,-0.3823291666666666,-0.07807,2.245218497715231,2.2197151754448137,0.6153846126000696,0.9659302176644154,angry
105.0,0.5583333333333335,0.0409945795874961,1002.9475,1042.0609375,4093.0,4095.0,2021992.02411875,1984100.0872241207,1.2232207578561027,1.8,1229,1246,3090.0525,3052.9390625,5.266908333333334,2.463999166666666,6.463115440064275,8.264543143705282,0.0272825,0.0641158333333333,2.1769246475307966,2.0889183247355487,0.7008928540138712,0.9624653059577284,angry
90.0,0.6380000000000001,0.2020297007867902,1224.268125,1079.5565625,4095.0,4095.0,2278048.0324839847,2046320.847425684,0.8205475663778848,1.8,1429,1313,2870.731875,3015.4434375,5.350350833333334,2.3244425,6.670777744342557,8.222107330546535,-0.0989383333333333,-0.0159325,2.2160175874446235,2.200351888057245,0.671111108128395,1.1340472249372786,angry
105.0,0.55,0.0223606797749978,1096.9875,1071.1253125,4095.0,4095.0,2055160.8998437496,2137191.587734277,1.3549770718921808,1.8,1367,1268,2998.0125,3023.8746875,5.1189375,2.696785,6.670511919030434,8.138349055169297,-0.2946258333333333,0.0091058333333333,2.1461111979965,2.135500243416666,0.7510373412820027,1.024144874716379,angry
105.0,0.6233333333333334,0.1838175423861631,1106.760625,1064.569375,4095.0,4095.0,2120724.8208246096,2066261.8245621093,1.0744246190717612,1.8,1348,1278,2988.239375,3030.430625,4.989525833333333,2.6208166666666664,7.034621121590888,8.38390452651521,-0.4058333333333332,-0.083995,2.248082518626831,2.2772979613952584,0.6986301337962094,1.0396322212071596,angry
90.0,0.756,0.1950999743721152,1191.969375,1029.1909375,4095.0,4095.0,2257456.4940621094,2009403.699480371,0.977562226810166,1.8,1396,1242,2903.0306250000003,3065.8090625,5.453914166666666,2.512265833333333,6.774442266228709,8.227345610432279,0.0017033333333333,0.051635,2.173358761684064,2.211019910608752,0.7669902875388821,1.1581615523522215,angry
105.0,0.5350000000000001,0.0214087209644418,1131.9034375,1091.1796875,4095.0,4095.0,2132025.0591131835,2041695.1311499025,1.2179669593583782,1.8,1368,1338,2963.0965625,3003.8203125,5.240986666666666,2.725965,6.608163275940516,7.725899977485363,-0.2231316666666667,0.0087383333333333,2.160439119175518,2.0746103569579573,0.7702702668005844,1.037320845896592,angry
105.0,0.53,0.0152752523165194,1032.32625,1178.81875,4095.0,4095.0,2001564.4441859373,2183578.135273437,1.2328309966735511,1.8,1282,1394,3062.67375,2916.18125,5.24017,2.6364125,6.742727541415763,7.990023664588052,-0.2465533333333333,-0.0311591666666666,2.319865053651948,2.064334391234288,0.6693877523698459,0.8757294105851902,angry
105.0,0.545,0.0613052471924984,1185.301875,1058.025,4095.0,4095.0,2225781.8344964846,2070491.534375,0.9415148327653694,1.8,1402,1247,2909.698125,3036.975,5.030661666666667,2.5132825000000003,7.132897035370497,8.627474117184805,-0.2752866666666667,-0.0629324999999999,2.208921265645796,2.235058125928067,0.7815533942643039,1.120296660173156,angry
90.0,0.7260000000000001,0.1902209241907945,1270.140625,1039.5559375,4095.0,4095.0,2301307.6108496096,2024219.358120996,0.841731695090061,1.8,1475,1245,2824.859375,3055.4440625,5.2058608333333325,2.4370425,7.0537970930414,8.195297881653056,0.0120166666666666,0.0241433333333333,2.1688972742822306,2.1718494759357108,0.783018864231043,1.2218107539578065,angry
105.0,0.6466666666666666,0.1316139134826642,1292.4784375,995.2428125,4059.0,4095.0,2288688.6464100587,1880477.43260459,1.122136593683941,1.8,1506,1263,2766.5215625,3099.7571875,5.1629625,2.553728333333333,7.128058969506384,8.556524922120188,-0.1267025,0.0252483333333333,2.196021280026012,2.385509049447774,1.0594594537326516,1.2986563881377875,angry
105.0,0.6266666666666667,0.1364632632697248,1094.1315625,1063.3221875,4081.0,4095.0,2077396.006128809,2015907.6077577143,1.0106254276296418,1.8,1333,1275,2986.8684375000003,3031.6778125,5.284394166666667,2.3495375,6.521151699952955,8.358065643651871,0.1141008333333333,0.0318925,2.1255831154452585,2.082937212434343,0.6842105233148661,1.0289746365995258,angry
90.0,0.6839999999999999,0.1358823020117042,1313.6771875,1194.78,4095.0,4085.0,1914162.21547959,1946081.5666,1.6924369949608324,1.8,1797,1587,2781.3228125,2890.2200000000003,4.598838333333333,2.499812500000001,5.37476123598657,6.794520341717317,-0.0252091666666666,-0.00425,1.2647522683972432,1.3755271610671065,0.9169550141281834,1.0995138740190544,angry
105.0,0.5733333333333334,0.0505525029603436,1277.26,931.9525,4080.0,4095.0,2450118.443025,1855291.6639937505,0.8276356082879855,1.8,1432,1176,2802.74,3163.0475,5.3978725,2.0084725000000003,6.9988169859562985,8.584780449585015,0.1466316666666667,0.0120399999999999,2.2093047053308927,2.150677396403282,0.8563535864289857,1.3705204917948923,angry
90.0,0.74,0.1558204094462596,1228.0646875,1011.191875,4077.0,4095.0,2320059.0261280267,1915634.7863089845,1.1124462496795873,1.8,1429,1243,2848.9353125,3083.808125,5.09034,2.4032033333333334,6.945293609781134,8.327288600458267,-0.133625,-0.1042141666666666,2.061180492915407,2.2110759669519813,0.9726775903132372,1.214472462296562,angry
90.0,0.682,0.1307516730294492,1269.2375,1024.4225,4050.0,4095.0,2301687.28359375,1945948.2502437504,1.0443129024833897,1.8,1460,1258,2780.7625,3070.5775000000003,5.3217550000000005,2.3245050000000003,6.475768739692223,7.962568078618962,-0.04985,0.0200408333333333,2.1424692916896926,2.1327055322991275,0.849514558982939,1.2389785452399,angry
90.0,0.7,0.1861182419861095,1206.3475,984.95625,4050.0,4095.0,2258700.24549375,1968004.363710937,0.9682640557144916,1.8,1380,1214,2843.6525,3110.04375,5.3821175000000006,2.200835833333333,6.605791994683687,8.081383224354767,0.0766583333333333,0.1022866666666666,2.137845068426901,1.983695193611044,0.760368660090467,1.2247726726697024,angry
90.0,0.6599999999999999,0.08,1086.573125,1030.0840625,4050.0,4095.0,2128715.3277777345,1993629.147620996,1.118230629421763,1.8,1292,1279,2963.426875,3064.9159375,5.066237500000001,2.662411666666667,6.4542551090548335,7.833916460208811,-0.2334208333333333,-0.0255549999999999,2.002419560281837,2.005298344463569,0.8490565997686009,1.0548392733191718,angry
75.0,0.84,0.0667083203206316,1269.7403125,1094.946875,4058.0,4095.0,2329188.1953749023,2057853.754677734,0.924207014987002,1.8,1444,1315,2788.2596875,3000.053125,5.178850833333334,2.284836666666666,6.877294748318506,8.21482520284651,-0.1578483333333333,0.0706066666666666,2.2150084345958043,2.2612389477059303,0.7914691905617574,1.1596364539059152,angry
105.0,0.6466666666666666,0.1441835250258811,1257.8740625,1118.75,4095.0,4095.0,2027562.1144522456,1980236.175625,1.1968799575959317,1.8,1625,1433,2837.1259375,2976.25,5.002061666666667,2.4194766666666667,6.110927165839667,7.736597466551789,0.1675575,0.05641,1.7970824605529607,1.8660761596372928,0.7840909061208677,1.124356702905603,angry
90.0,0.714,0.1521315220458929,1307.7153125,1109.4934375,4075.0,4055.0,2442844.199265527,2010033.1530819333,1.1461884647693974,1.8,1438,1370,2767.2846875,2945.5065625,5.169925833333333,2.127176666666667,5.904494437742544,7.707094723832205,-0.0403024999999999,0.0680716666666666,1.843943272173456,1.8345960681297728,0.9095477341228756,1.1786597983562566,angry
105.0,0.5533333333333333,0.042295258468165,1085.773125,1042.39625,4095.0,4095.0,2130620.692277735,2044352.7779859377,1.2428339223057567,1.8,1311,1261,3009.2268750000003,3052.60375,5.359255,2.5397583333333333,6.349712442699668,7.809400093045809,-0.0948891666666666,0.02705,2.172330318701396,2.041438515075419,0.6567796582339845,1.041612653497542,angry
105.0,0.6266666666666666,0.120922380981447,1074.3425,1103.798125,4095.0,4095.0,2128045.1814437504,2108036.529246484,1.319426553317152,1.8,1300,1301,3020.6575000000003,2991.201875,5.442033333333333,2.4968133333333338,6.899254893505208,8.089399288378726,0.0462074999999999,0.0741758333333333,2.195393800918281,2.152701159376897,0.709821425402583,0.9733142996838172,angry
120.0,0.5542857142857144,0.0660859057498307,1124.050625,1150.3021875,4095.0,4063.0,2059962.3080621087,2082554.4514952144,1.0079263340362077,1.8,1373,1388,2970.949375,2912.6978125,4.990772499999999,2.5849775,7.183287634206481,8.340088664316491,-0.1005533333333333,0.0354424999999999,2.270162016719413,2.189418354653525,0.7713004449717469,0.9771785503301248,angry
105.0,0.5833333333333334,0.1199536947696438,1099.4190625,1110.2828125,4095.0,4086.0,2075914.118449121,2047572.20470459,0.9911032195783452,1.8,1339,1346,2995.5809375,2975.7171875,5.082566666666667,2.7608391666666665,7.136497623056347,8.166883696161753,-0.2353549999999999,-0.0094483333333333,2.214944740990544,2.1240068433655974,0.7616822394313915,0.9902153299430496,angry
90.0,0.722,0.1920833152566875,1148.9928125,1063.25125,4095.0,4086.0,2214951.22276084,2021287.4393734373,0.6262972095545108,1.8,1356,1269,2946.0071875000003,3022.74875,5.351325,2.284780833333333,7.118424841988687,8.677342631501073,0.0488566666666666,0.0697141666666666,2.3118177392380126,2.2524489178372,0.6421568595972703,1.0806409222837583,angry
90.0,0.748,0.1770197729068705,1186.70625,1146.5428125,4095.0,4085.0,2028694.4187109373,2031443.6787920904,1.267868972613854,1.8,1552,1419,2908.29375,2938.4571875,4.866865833333334,2.266015,6.375996709364947,7.875069846448453,0.0849783333333333,0.0560049999999999,1.8400916361775448,1.8694212330669795,0.8477366220257753,1.0350300364077942,angry
90.0,0.6060000000000001,0.1068831137270991,1147.20125,1030.239375,4095.0,4095.0,2206973.721373437,2028228.9264496097,0.9518894074119252,1.8,1388,1229,2947.79875,3064.760625,5.225045,2.448289166666666,6.616267347327217,8.394457532138848,-0.2558641666666666,-0.0282225,2.1381980499280164,2.2685716713372206,0.7355769195404955,1.1135288329340651,angry
90.0,0.704,0.1824938355123262,1269.265,1041.81875,4063.0,4095.0,2365104.577275,1965465.9890234373,1.019859445494909,1.8,1429,1288,2793.735,3053.18125,5.396869166666667,2.3112916666666665,7.100971345436903,8.679318314529693,0.0726566666666666,0.0721733333333333,2.2482682377307404,2.263945857705573,0.836538457516642,1.218316524617822,angry
90.0,0.6180000000000001,0.0932523458149981,1177.0715625,1003.4771875,4087.0,4095.0,2195135.100191308,1960204.3844795893,1.098854155734943,1.8,1395,1218,2909.9284375,3091.5228125,5.350433333333333,2.188175,6.585292408255097,8.183208406815446,0.1142716666666666,0.1032974999999999,2.1050574025104134,2.165107173404375,0.9116022049082751,1.1729928452678524,angry
90.0,0.6759999999999999,0.1824938355123262,1327.621875,1101.3909375,4075.0,4095.0,2371766.4576464845,2000506.653730371,0.8744971500926256,1.8,1495,1343,2747.378125,2993.6090625,5.2172675,2.3733316666666666,6.699058658444265,8.38138590240285,-0.0645625,-0.0228149999999999,2.176792023696128,2.3367949501632213,0.873096442268546,1.2054047555612788,angry
90.0,0.704,0.1818350901228912,1355.0553125,1077.9109375,4022.0,4063.0,2424114.750378027,1950174.246130372,1.1036201153778415,1.8,1514,1356,2666.9446875000003,2985.0890625,5.140384166666667,2.4123233333333336,6.325291650581495,7.654674081269271,0.0045275,0.0473899999999999,1.963535655624928,1.9232168272367696,0.8638497612025833,1.2571124979821324,angry
105.0,0.6366666666666667,0.1368291716784919,1206.90375,1124.5375,4061.0,4088.0,2304444.873860938,2005633.43359375,0.856033414681834,1.8,1384,1396,2854.09625,2963.4625,5.1350375,2.4271900000000004,6.419627153718541,7.796252506743223,-0.1560216666666667,-0.1105891666666666,1.9819772912079208,1.9311718019679067,0.8404255274445451,1.073244555140896,angry
90.0,0.722,0.1601749044014074,1345.9646875,1137.6734375,4026.0,3999.0,2461238.583440528,1991607.272419433,1.039345283940461,1.8,1473,1414,2680.0353125,2861.3265625,5.03681,2.4731858333333334,6.613776572471031,7.813567483100531,-0.2498233333333333,-0.0812833333333333,1.890742989882255,2.0359416800886567,0.9207920746495442,1.1830852702992063,angry
75.0,0.8475,0.1273528562695002,1527.2265625,1019.4659375,4026.0,4015.0,2554533.7796069337,1902869.741964746,0.9420037613507696,1.8,1648,1263,2498.7734375,2995.5340625,5.21652,2.423361666666666,6.400105151188273,7.708345268983732,0.0291041666666666,0.0270466666666666,1.9184060293159968,1.996093374441408,1.0483870911377038,1.498065315205232,angry
105.0,0.6066666666666666,0.1276279314605109,1463.9128125,1005.2959375,4015.0,4076.0,2489010.59333584,1924093.933983496,1.0502259848503213,1.8,1597,1252,2551.0871875000003,3070.7040625,5.266557499999999,2.405149166666667,6.315397126470122,7.906001670582248,0.0028425,0.0007891666666666,1.9523435770103963,2.0130952891130875,1.0638297815753734,1.456200862289667,angry
105.0,0.5766666666666667,0.0795124029458437,1328.229375,1108.7021875,4051.0,4076.0,2427292.151762109,2026894.265995215,1.0584817117877168,1.8,1471,1347,2722.770625,2967.2978125,5.201800833333333,2.444256666666667,6.774086219028559,8.465546362804288,-0.2081,-0.0829449999999999,1.9463152168478088,2.162978308638731,0.9790575864970807,1.1980037459806996,angry
90.0,0.6399999999999999,0.1568438714135812,1411.92125,1000.4809375,4051.0,4069.0,2502870.2806734373,1913417.7296366207,1.3293136187316128,1.8,1584,1217,2639.07875,3068.5190625,5.208311666666667,2.5260416666666665,6.76083409803829,7.9999797117407665,0.0911883333333333,0.0684433333333333,1.8855494962646533,2.000712883813056,1.104972369585788,1.4112425291349018,angry
90.0,0.6260000000000001,0.078892331693264,1456.6746875,948.839375,4032.0,4069.0,2508374.024484277,1833194.2591996093,1.2606067538430337,1.8,1662,1179,2575.3253125,3120.160625,5.371713333333333,2.3783708333333333,6.428122292148946,7.6086940894380355,0.277725,0.138195,1.8938315930167429,1.840336176347952,1.0156249947102864,1.5352173659158932,angry
90.0,0.696,0.1748828179095934,1424.6590625,1018.6771875,4034.0,4095.0,2539379.0934491213,1896128.2223545893,0.9232327933965953,1.8,1580,1277,2609.3409375,3076.3228125,5.5900566666666665,2.3158275,6.683785729668645,8.050100209277549,0.1831433333333333,0.0184416666666666,1.9797072164309768,1.9301803378433893,0.8928571383017493,1.398538299063914,angry
90.0,0.764,0.2044113499784197,1429.5025,1037.155625,4061.0,4095.0,2590034.9018687503,1912595.593280859,0.9107394528897252,1.8,1535,1299,2631.4975,3057.844375,5.511880000000001,2.2137166666666666,7.000912027176649,8.29480257257854,0.1079641666666666,-0.0100949999999999,2.044723473451273,2.025906638843048,0.9267015658287876,1.3782912266630272,angry
105.0,0.5583333333333333,0.058142545141708,1463.666875,1027.798125,4032.0,4095.0,2573173.9677777346,1886606.504871484,0.8975129906213375,1.8,1572,1315,2568.333125,3067.201875,5.5921675,2.5227391666666663,6.405838249943855,7.439963613114379,0.1974558333333333,0.1185175,1.9953663977782723,1.8515632651070149,0.894999995525,1.424080116487778,angry
90.0,0.696,0.258967179387659,1342.573125,1113.5184375,4054.0,4095.0,2529023.844652734,1983261.264035059,0.9383446281484332,1.8,1432,1393,2711.426875,2981.4815625,5.499579999999999,2.306601666666667,6.996475995356519,7.986986836598469,0.1203375,0.0042816666666666,2.087490027184262,1.9232901442572885,0.8636363592745638,1.2057035416571595,angry
90.0,0.5740000000000001,0.092217135067188,1459.8846875,1010.3815625,4054.0,4095.0,2613379.542640527,1895340.1097225589,0.927225662533648,1.8,1572,1265,2594.1153125,3084.6184375000003,5.4629433333333335,2.0819983333333334,7.114412407579577,8.381337605557395,0.1235333333333333,0.0298958333333333,2.0936870258522937,2.090587179474379,0.973118274338074,1.444884527032445,angry
75.0,0.8375,0.1261695288094554,1488.5846875,996.6703125,4049.0,4077.0,2555330.112203028,1895072.3316186524,0.9677882484412385,1.8,1632,1246,2560.4153125000003,3080.3296875,5.396719166666667,2.0469133333333334,6.378247874897356,7.968927549289316,0.195865,0.1413583333333333,1.9545083461342223,1.9658467106899653,0.9166666621732028,1.4935577666325264,angry
105.0,0.64,0.1709775813764288,1365.08875,1066.425625,4061.0,4095.0,2392594.085873437,1973778.6150933595,0.9616713372073136,1.8,1561,1305,2695.91125,3028.574375,5.346635,2.3449158333333338,6.479234487970653,7.819442879584366,0.1198991666666666,0.0175925,1.8890047068053164,2.018503294467731,1.0289017281566375,1.2800599654757354,angry
90.0,0.648,0.1404848746306875,1219.44625,1033.235,4009.0,4095.0,2261390.9271109374,1920328.759775,1.114845201608427,1.8,1429,1285,2789.55375,3061.7650000000003,5.0302575,2.3381133333333333,6.428310995084718,7.769766311510848,-0.0973141666666666,0.0117299999999999,1.987215791536651,2.0346929183785942,1.0109890054341264,1.1802215844602422,angry
