timestamp,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,acc_x_left,acc_y_left,acc_z_left,gyro_x_left,gyro_y_left,gyro_z_left,acc_x_right,acc_y_right,acc_z_right,gyro_x_right,gyro_y_right,gyro_z_right,mood
0.00,3565,2850,3703,3504,1670,0,1887,1744,2525,1993,2574,3824,1232,0,3574,3173,1.132,4.472,8.861,0.050,0.025,0.001,0.508,-3.340,9.510,0.007,0.018,0.012,sad
0.01,3552,2859,3701,3440,1664,0,1867,1702,2496,2019,2710,3824,1194,0,3600,3326,1.128,4.468,8.894,0.044,0.024,-0.007,0.534,-3.359,9.507,0.007,0.023,0.010,sad
0.02,3557,2838,3699,3435,1674,0,1861,1708,2542,2079,2661,3824,1156,0,3618,3268,1.176,4.494,8.933,0.050,0.027,-0.005,0.486,-3.371,9.507,0.009,0.027,0.014,sad
0.03,3543,2831,3685,3431,1685,0,1869,1730,2557,2060,2789,3823,1167,0,3617,3275,1.152,4.501,8.923,0.047,0.020,0.002,0.500,-3.376,9.495,0.009,0.024,0.013,sad
0.04,3536,2807,3671,3424,1690,0,1899,1757,2559,2038,2802,3824,1163,0,3627,3287,1.188,4.463,8.904,0.042,0.023,-0.002,0.527,-3.388,9.452,0.005,0.024,0.016,sad
0.05,3524,2832,3669,3379,1701,0,1941,1783,2559,2115,2771,3821,1156,0,3640,3307,1.161,4.460,8.904,0.043,0.030,-0.007,0.496,-3.354,9.512,0.011,0.026,0.011,sad
0.06,3536,2815,3662,3417,1728,0,1975,1828,2582,2120,2771,3819,1196,0,3666,3312,1.178,4.480,8.890,0.044,0.027,-0.010,0.515,-3.385,9.555,0.009,0.023,0.012,sad
0.07,3519,2823,3671,3408,1742,0,1997,1829,2559,2140,2730,3827,1218,0,3606,3312,1.147,4.503,8.873,0.042,0.028,-0.004,0.426,-3.340,9.570,0.010,0.023,0.017,sad
0.08,3518,2806,3664,3411,1744,0,2029,1897,2559,2160,2579,3824,1193,0,3660,3333,1.120,4.448,8.911,0.037,0.029,-0.006,0.474,-3.373,9.457,0.018,0.027,0.014,sad
0.09,3521,2800,3664,3417,1770,0,2094,1936,2597,2163,2492,3824,1178,0,3657,3341,1.176,4.492,8.866,0.042,0.025,-0.006,0.534,-3.352,9.436,0.017,0.021,0.015,sad
0.10,3515,2798,3662,3408,1795,0,2141,2000,2501,2154,2497,3841,1180,0,3661,3358,1.178,4.489,8.933,0.038,0.032,-0.003,0.469,-3.354,9.464,0.013,0.025,0.015,sad
0.11,3493,2800,3661,3402,1810,0,2229,2064,2491,2127,2482,3825,1166,0,3604,3364,1.176,4.501,8.914,0.040,0.031,-0.003,0.520,-3.357,9.503,0.013,0.028,0.009,sad
0.12,3493,2782,3696,3395,1821,0,2211,2141,2482,2119,2485,3826,1168,8,3662,3351,1.154,4.456,8.906,0.031,0.028,-0.009,0.508,-3.342,9.433,0.015,0.025,0.011,sad
0.13,3489,2768,3650,3398,1805,0,2255,2242,2368,2112,2331,3827,1150,0,3664,3366,1.180,4.434,8.887,0.031,0.030,-0.005,0.548,-3.352,9.493,0.016,0.024,0.012,sad
0.14,3467,2767,3644,3399,1808,0,2290,2286,2373,2123,2457,3822,1311,0,3671,3367,1.166,4.470,8.894,0.040,0.029,-0.009,0.548,-3.342,9.483,0.016,0.022,0.007,sad
0.15,3477,2768,3642,3390,1843,0,2320,2386,2349,2127,2464,3824,1040,0,3666,3379,1.144,4.460,8.890,0.041,0.025,-0.003,0.498,-3.316,9.500,0.014,0.023,0.010,sad
0.16,3478,2768,3638,3386,1859,0,2346,2419,2303,2086,2454,3805,1145,0,3665,3395,1.140,4.429,8.950,0.037,0.028,-0.003,0.510,-3.328,9.493,0.021,0.020,0.013,sad
0.17,3499,2754,3633,3381,1819,0,2375,2475,2171,2068,2421,3807,1108,0,3664,3198,1.137,4.432,8.942,0.040,0.029,-0.010,0.491,-3.287,9.491,0.011,0.026,0.016,sad
0.18,3475,2751,3632,3376,1851,0,2385,2521,2175,2070,2421,3801,1109,0,3671,3408,1.137,4.444,8.921,0.044,0.029,-0.008,0.488,-3.381,9.483,0.003,0.028,0.013,sad
0.19,3486,2733,3631,3376,1872,0,2399,2550,2167,2093,2428,3823,1278,0,3670,3408,1.180,4.420,8.938,0.047,0.027,-0.004,0.491,-3.393,9.503,0.007,0.021,0.017,sad
0.20,3483,2736,3632,3362,1872,0,2407,2559,2182,2097,2418,3797,1124,0,3674,3413,1.154,4.468,8.904,0.044,0.027,-0.009,0.515,-3.345,9.522,0.009,0.022,0.010,sad
0.21,3522,2727,3631,3370,1872,0,2418,2593,2167,2099,2431,3819,1124,0,3664,3419,1.132,4.410,8.916,0.050,0.027,-0.010,0.450,-3.347,9.531,0.014,0.020,0.014,sad
0.22,3487,2727,3663,3380,1872,0,2428,2620,2169,2105,2433,3815,1198,0,3678,3423,1.120,4.456,8.885,0.047,0.030,-0.009,0.539,-3.323,9.531,0.010,0.026,0.017,sad
0.23,3486,2706,3631,3388,1872,0,2411,2624,2135,2098,2454,3823,1119,0,3685,3423,1.156,4.439,8.909,0.043,0.031,-0.006,0.503,-3.359,9.476,0.016,0.022,0.016,sad
0.24,3489,2709,3623,3379,1874,0,2430,2635,2144,2098,1599,3826,1126,0,3675,3438,1.128,4.477,8.882,0.046,0.033,-0.003,0.505,-3.378,9.529,0.015,0.025,0.015,sad
0.25,3494,2704,3619,3376,1872,0,2467,2640,2075,2063,2382,3717,821,0,3665,3443,1.159,4.441,8.945,0.042,0.030,-0.009,0.520,-3.290,9.531,0.013,0.023,0.012,sad
0.26,3464,2661,3622,3376,1858,0,2443,2663,2010,2060,2372,3791,1055,0,3678,3444,1.152,4.465,8.933,0.030,0.028,-0.009,0.515,-3.304,9.522,0.020,0.025,0.014,sad
0.27,3475,2683,3613,3376,1852,0,2451,2699,1960,2033,2334,3777,1042,0,3673,3454,1.185,4.434,8.916,0.048,0.033,-0.011,0.474,-3.359,9.560,0.019,0.026,0.014,sad
0.28,3472,2685,3560,3361,1861,0,2467,2722,1826,1904,2157,3776,1009,0,3675,3466,1.089,4.446,8.938,0.048,0.029,-0.005,0.503,-3.335,9.546,0.027,0.033,0.011,sad
0.29,3472,2677,3612,3371,1873,0,2497,2741,1669,1784,2119,3745,974,0,3663,3478,1.159,4.415,8.916,0.046,0.033,-0.007,0.491,-3.311,9.469,0.018,0.027,0.011,sad
0.30,3470,2683,3630,3374,1870,0,2483,2713,1642,1768,2114,3728,939,0,3674,3501,1.063,4.472,8.935,0.038,0.027,-0.006,0.503,-3.323,9.524,0.024,0.028,0.015,sad
0.31,3458,2693,3611,3370,1871,0,2497,2779,1443,1557,2050,3673,858,0,3662,3507,1.214,4.453,8.854,0.039,0.026,-0.006,0.512,-3.321,9.503,0.033,0.031,0.016,sad
0.32,3451,2697,3620,3363,1852,0,2516,2800,1412,1455,1955,3648,752,0,3663,3520,1.159,4.441,8.911,0.050,0.024,-0.006,0.500,-3.261,9.440,0.022,0.027,0.015,sad
0.33,3447,2704,3613,3369,1866,0,2530,2823,1424,1433,1991,3650,782,0,3648,3603,1.171,4.420,8.902,0.046,0.029,-0.009,0.498,-3.294,9.567,0.010,0.020,0.011,sad
0.34,3446,2700,3632,3341,1889,0,2542,2822,1394,1486,1968,3639,737,0,3619,3548,1.168,4.398,8.930,0.048,0.030,-0.012,0.493,-3.287,9.527,0.018,0.024,0.011,sad
0.35,3494,2688,3606,3383,1925,0,2544,2837,1393,1355,2508,3606,739,0,3583,3561,1.152,4.427,8.918,0.048,0.024,-0.007,0.520,-3.335,9.517,0.020,0.018,0.012,sad
0.36,3418,2698,3617,3389,1933,0,2547,2823,1378,1371,1924,3640,813,0,3686,3525,1.152,4.463,8.892,0.047,0.029,-0.005,0.503,-3.306,9.493,0.002,0.022,0.006,sad
0.37,3438,2706,3628,3374,1939,0,2559,2816,1342,1427,1929,3632,767,0,3583,3558,1.156,4.446,8.897,0.048,0.025,-0.007,0.508,-3.285,9.548,0.013,0.019,0.013,sad
0.38,3471,2704,3611,3379,1950,0,2553,2800,1384,1460,1881,3645,798,0,3573,3570,1.135,4.460,8.906,0.049,0.026,-0.009,0.488,-3.345,9.553,0.021,0.021,0.010,sad
0.39,3461,2706,3623,3382,1950,0,2555,2800,1381,1477,2088,3645,751,0,3582,3569,1.125,4.487,8.909,0.044,0.026,-0.006,0.500,-3.311,9.567,0.016,0.020,0.011,sad
0.40,3470,2709,3621,3376,1923,0,2551,2797,1355,1459,1886,3634,822,0,3600,3583,1.164,4.458,8.928,0.049,0.028,-0.007,0.512,-3.342,9.531,0.018,0.020,0.008,sad
0.41,3467,2701,3630,3385,1942,0,2543,2759,1271,1471,1901,3634,709,0,3563,3607,1.120,4.434,8.995,0.052,0.031,-0.010,0.534,-3.278,9.498,0.010,0.022,0.009,sad
0.42,3472,2699,3622,3377,1932,0,2531,2709,1268,1494,1883,3621,847,0,3568,3603,1.183,4.477,8.918,0.051,0.030,-0.007,0.493,-3.273,9.467,0.019,0.022,0.008,sad
0.43,3472,2683,3616,3365,1911,0,2507,2641,1313,1535,1845,3637,887,0,3583,3808,1.144,4.518,8.928,0.048,0.028,-0.001,0.500,-3.287,9.515,0.022,0.014,0.009,sad
0.44,3456,2661,3606,3353,1862,0,2478,2559,1167,1622,1988,3633,950,0,3600,3617,1.144,4.503,8.933,0.044,0.031,-0.000,0.512,-3.309,9.510,0.018,0.013,0.005,sad
0.45,3388,2614,3569,3283,1783,0,2423,2461,1216,1685,1911,3629,1010,0,3620,3625,1.097,4.525,8.947,0.007,0.046,0.006,0.503,-3.304,9.625,0.020,0.018,0.003,sad
0.46,3316,2546,3548,3243,1679,0,2343,2278,1246,1744,1940,3666,1252,0,3638,3642,0.939,3.994,8.770,0.063,0.003,-0.005,0.575,-3.318,9.471,0.013,0.041,0.020,sad
0.47,3361,2638,3606,3279,1647,0,2054,1648,1246,1810,1942,3728,1252,0,3759,3664,1.092,4.482,8.902,0.112,0.006,-0.029,0.601,-3.311,9.531,0.001,0.020,0.009,sad
0.48,3415,2699,3610,3331,1246,0,1159,39,1268,1866,1947,3706,1248,0,3713,3670,1.092,4.511,8.880,0.136,0.005,-0.016,0.481,-3.237,9.558,-0.001,0.010,-0.002,sad
0.49,3442,2725,3637,3344,704,0,449,0,1437,1973,1963,3727,1265,0,3749,3667,1.132,4.338,8.882,0.162,-0.007,-0.003,0.529,-3.290,9.598,-0.022,0.036,0.012,sad
0.50,3459,2747,3634,3326,615,0,210,0,1607,1994,2216,3792,1370,0,3792,3663,1.192,4.441,9.124,0.217,-0.011,0.012,0.457,-3.330,9.500,-0.006,0.022,0.014,sad
0.51,3469,2750,3620,3216,493,0,0,0,1715,2096,2259,3583,1526,0,3825,3423,1.329,4.518,9.074,0.191,-0.042,-0.068,0.532,-3.342,9.486,-0.001,0.018,0.014,sad
0.52,3303,2604,3490,3006,256,0,0,0,1831,2078,2469,3834,1765,0,3650,3675,1.362,4.580,9.151,0.364,0.006,-0.021,0.572,-3.338,9.476,-0.009,0.032,0.019,sad
0.53,3023,2271,3271,2559,0,0,0,0,1915,2118,2513,3854,2032,0,3891,3675,1.355,4.556,9.270,0.555,-0.007,0.007,0.543,-3.306,9.452,-0.008,0.024,0.001,sad
0.54,2661,1677,2895,1067,0,0,0,0,1993,2190,2618,3856,2192,0,3934,3690,1.159,4.190,9.309,0.737,-0.137,-0.095,0.565,-3.349,9.517,-0.012,0.024,0.001,sad
0.55,2179,722,2058,496,0,0,0,0,2112,2189,3265,3889,2416,0,3966,3703,1.614,4.245,9.622,0.882,-0.317,-0.241,0.551,-3.278,9.536,0.007,0.017,-0.006,sad
0.56,1499,16,64,0,0,0,0,0,2194,2077,2961,3891,2544,0,3982,3696,0.453,3.139,11.887,0.539,-0.198,-0.653,0.433,-3.218,9.680,-0.019,0.021,0.005,sad
0.57,924,0,0,0,0,0,0,0,2237,2160,3037,3906,2615,0,3987,3677,1.827,3.412,11.779,0.337,-0.286,-0.903,0.431,-3.151,9.538,-0.013,0.035,-0.008,sad
0.58,1093,0,0,0,0,0,0,0,2323,2274,3071,3920,2679,96,4007,3662,3.091,0.917,9.823,-0.474,0.232,-0.949,0.517,-3.299,9.529,-0.004,0.043,0.020,sad
0.59,1101,0,0,0,0,0,0,0,2435,2289,3081,3927,2763,0,4011,3670,2.485,0.857,9.646,-0.470,0.136,-0.808,0.563,-3.278,9.519,-0.021,0.048,0.013,sad
0.60,1131,0,0,0,0,0,0,0,2487,2246,3114,3941,2817,0,4018,3617,4.005,0.249,8.286,-0.532,0.065,-0.484,0.543,-3.361,9.546,-0.017,0.033,0.013,sad
0.61,1063,0,0,0,0,0,0,0,2545,2287,3140,3954,2870,0,4017,3562,3.706,1.300,9.579,-0.533,0.090,-0.021,0.532,-3.340,9.555,-0.025,0.040,0.017,sad
0.62,1071,0,0,0,0,0,0,0,2622,2411,3168,3911,2928,0,4011,3502,2.981,2.109,10.046,-0.678,-0.147,0.415,0.515,-3.369,9.436,-0.025,0.046,0.022,sad
