timestamp,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,acc_x_left,acc_y_left,acc_z_left,gyro_x_left,gyro_y_left,gyro_z_left,acc_x_right,acc_y_right,acc_z_right,gyro_x_right,gyro_y_right,gyro_z_right,mood
0.00,2969,2580,3504,3105,1920,0,1663,1959,1373,661,2961,3119,123,35,3111,3175,1.123,3.869,9.222,0.048,0.027,-0.002,0.646,-3.943,9.428,0.016,0.005,0.010,sad
0.01,2985,2559,3495,3101,1666,0,1523,1823,1371,831,3058,3161,304,39,3215,3350,1.106,3.857,9.199,0.051,0.031,-0.005,0.611,-3.847,9.364,0.007,-0.003,0.000,sad
0.02,2982,2507,3485,3090,1488,0,1360,1659,1375,821,3076,3135,190,43,3243,3231,1.092,3.814,9.194,0.046,0.032,-0.004,0.670,-3.840,9.340,-0.010,0.002,-0.005,sad
0.03,2987,2471,3471,3088,1418,0,1149,1343,1390,815,3101,3144,330,44,3320,3274,1.118,3.881,9.182,0.058,0.028,-0.003,0.699,-3.883,9.404,0.001,-0.003,0.004,sad
0.04,2989,2432,3431,3071,1249,0,1011,1122,1365,919,3160,3189,343,47,3401,3281,1.080,3.879,9.187,0.046,0.029,0.000,0.611,-3.938,9.376,0.015,0.011,0.018,sad
0.05,2993,2442,3455,3071,1203,0,909,959,1389,949,3037,3081,340,56,3415,3276,1.137,3.831,9.189,0.055,0.027,-0.003,0.697,-3.895,9.371,0.019,0.000,0.000,sad
0.06,3003,2426,3439,3083,1136,0,851,780,1401,1012,3165,3223,413,50,3450,3285,1.109,3.821,9.170,0.045,0.037,-0.008,0.663,-3.850,9.357,0.009,0.007,0.008,sad
0.07,2997,2418,3435,3071,1013,0,715,656,1388,1007,3176,3199,435,29,3484,3421,1.053,3.895,9.179,0.041,0.032,-0.004,0.694,-3.905,9.376,0.010,0.005,0.007,sad
0.08,3001,2394,3425,3063,1232,0,704,631,1384,1048,3183,3256,427,44,3493,3283,1.142,3.857,9.167,0.029,0.031,-0.004,0.709,-3.898,9.366,0.015,0.004,0.007,sad
0.09,2997,2393,3419,3067,1207,0,724,733,1351,1037,3178,3239,475,47,3629,3308,1.085,3.824,9.134,0.041,0.036,-0.008,0.699,-3.855,9.349,0.019,0.012,0.007,sad
0.10,3003,2412,3411,3071,1218,0,743,739,1268,1069,3181,3236,468,47,3525,3340,1.116,3.824,9.237,0.049,0.036,-0.010,0.706,-3.845,9.402,0.022,0.014,0.005,sad
0.11,3017,2446,3424,3070,1244,0,675,693,1199,1107,3176,3251,473,41,3484,3348,1.111,3.869,9.203,0.053,0.033,-0.006,0.728,-3.850,9.230,0.031,0.006,0.006,sad
0.12,3010,2425,3427,3085,1242,0,571,563,1165,1115,3176,3256,483,47,3543,3229,1.097,3.859,9.177,0.048,0.029,-0.008,0.706,-3.869,9.340,0.037,0.002,0.007,sad
0.13,3023,2430,3443,3071,1038,0,474,460,1053,1118,3127,3273,520,19,3556,3379,1.164,3.886,9.196,0.050,0.030,-0.003,0.678,-3.771,9.383,0.017,0.003,0.011,sad
0.14,3007,2409,3415,3061,1014,0,338,192,1107,1147,3176,3283,543,51,3560,3385,1.082,3.922,9.196,0.042,0.023,0.001,0.728,-3.843,9.361,0.003,0.002,0.006,sad
0.15,3019,2373,3407,3050,1125,0,224,64,1063,1211,3191,3283,593,102,3548,3389,1.070,3.654,9.086,0.055,0.028,0.000,0.721,-3.862,9.318,-0.003,0.005,0.013,sad
