timestamp,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,acc_x_left,acc_y_left,acc_z_left,gyro_x_left,gyro_y_left,gyro_z_left,acc_x_right,acc_y_right,acc_z_right,gyro_x_right,gyro_y_right,gyro_z_right,mood
0.00,937,754,1535,304,1593,0,2798,3579,1805,2183,3140,3480,73,0,20,0,0.158,3.972,9.505,0.079,0.227,-0.131,1.003,-4.111,10.096,-3.178,0.333,-0.156,happy
0.01,990,1001,1910,551,1775,0,2943,3651,1214,1722,2682,2269,119,0,0,0,0.342,3.785,9.309,0.070,0.173,-0.111,1.573,-3.036,12.462,-4.311,0.441,0.060,happy
0.02,1123,1169,2191,906,1827,0,3043,3715,697,1011,1507,1307,0,0,0,0,0.160,3.577,9.366,0.110,0.096,-0.058,0.972,-1.841,12.730,-4.949,-0.174,0.331,happy
0.03,1265,1283,2383,1215,1910,21,3152,3751,525,363,7,69,0,0,0,0,0.091,3.634,9.342,0.047,0.052,0.002,-0.412,-5.581,15.007,-6.888,-2.441,1.358,happy
0.04,1365,1484,2538,1485,2291,183,3247,3780,0,0,2,0,0,0,30,0,0.244,3.603,9.340,0.053,0.034,0.002,1.140,-10.525,11.064,-6.846,-3.923,1.315,happy
0.05,1451,1713,2665,1717,2559,419,3338,3792,0,0,0,0,0,0,0,0,0.340,3.632,9.419,0.048,0.038,-0.009,2.224,-10.355,10.561,-5.905,-4.029,1.897,happy
0.06,1478,1808,2786,1872,2642,806,3393,3799,0,0,0,0,0,0,0,0,0.259,3.613,9.424,0.052,0.043,-0.012,5.722,-6.275,11.159,-0.985,0.308,3.452,happy
0.07,1532,1896,2868,2064,2757,999,3435,3793,0,0,0,0,0,0,0,0,0.129,3.630,9.306,0.046,0.052,-0.016,1.566,2.988,16.034,2.289,-0.733,1.496,happy
0.08,1628,2000,2950,2171,2853,836,3457,3790,0,0,12,0,0,0,0,0,0.271,3.558,9.395,0.053,0.039,-0.021,2.528,0.359,6.835,2.499,0.317,1.641,happy
0.09,1642,2061,2991,2241,2902,803,3467,3729,0,0,0,0,0,3,0,0,0.225,3.531,9.270,0.084,0.027,-0.025,2.691,-0.007,6.201,2.732,-0.048,1.695,happy
0.10,1746,2141,3084,2320,2960,646,3406,3720,0,0,0,0,0,2,0,0,0.304,3.587,9.321,0.101,0.022,-0.022,5.064,-2.454,9.495,3.398,-0.128,1.001,happy
0.11,1825,2206,3135,2403,2987,626,3355,3681,0,0,0,0,0,0,0,0,0.285,3.642,9.270,0.093,0.021,-0.015,4.503,-3.407,9.543,3.750,-0.280,0.428,happy
0.12,1898,2256,3181,2499,3008,695,3308,3649,0,0,0,0,0,6,0,45,0.206,3.560,9.328,0.091,0.038,-0.016,2.904,-3.306,6.902,3.886,-0.626,-0.249,happy
0.13,1955,2289,3231,2559,3014,511,3248,3603,0,0,0,0,0,0,0,33,0.206,3.572,9.347,0.108,0.040,-0.020,1.935,-5.406,10.214,3.930,-1.066,-0.564,happy
0.14,1967,2365,3278,2673,3033,592,3158,3537,0,0,0,0,0,0,0,0,0.187,3.754,9.357,0.078,0.066,-0.026,2.219,-6.163,10.274,4.005,-1.166,-0.764,happy
0.15,2090,2414,3329,2780,3038,522,3056,3472,0,0,5,0,0,0,0,0,0.120,3.630,9.306,0.086,0.068,-0.013,2.873,-6.261,10.173,3.888,-0.970,-1.254,happy
