timestamp,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,acc_x_left,acc_y_left,acc_z_left,gyro_x_left,gyro_y_left,gyro_z_left,acc_x_right,acc_y_right,acc_z_right,gyro_x_right,gyro_y_right,gyro_z_right,mood
0,2928,3607,3517,2630,196,0,0,0,0,0,0,0,0,0,1874,3435,2.796,3.223,9.505,1.857,-0.225,0.171,2.04,-2.552,9.704,-0.795,1.14,0.334,angry
0.01,2960,3503,3479,2454,0,0,0,0,21,0,0,0,0,0,1919,3496,3.45,3.294,9.029,2.015,-0.132,0.133,-0.287,-3.888,12.39,-0.784,1.25,0.444,angry
0.02,2987,3295,3393,2128,0,0,0,0,0,0,17,0,0,0,2187,3539,3.378,3.405,9.318,2.327,-0.157,0.107,1.468,-3.256,10.781,-0.75,1.449,0.389,angry
0.03,2997,2827,3196,1954,0,0,0,0,9,0,43,0,23,0,2263,3579,4.089,3.397,8.626,2.66,0.07,0.029,-1.776,-2.38,9.78,-0.81,0.71,0.381,angry
0.04,2945,2467,2769,1684,0,0,0,0,20,75,7,616,10,0,2386,3629,2.782,3.757,9.886,3.018,0.071,-0.049,0.895,-4.3,10.839,-0.855,0.47,0.206,angry
0.05,2875,2158,2142,1072,0,0,0,0,104,255,7,2013,7,0,2586,3691,2.99,4.712,10.752,3.446,-0.019,-0.42,1.073,-5.09,10.087,-0.716,-0.124,-0.031,angry
0.06,2393,1693,496,175,0,0,0,0,76,169,74,2187,3,0,2695,3723,4.506,8.042,10.642,3.486,0.26,-0.801,0.52,-3.172,9.996,-0.568,-0.021,-0.027,angry
0.07,1353,1171,0,0,0,0,0,160,205,217,28,2508,48,3,2749,3757,5.555,6.622,9.828,2.915,1.056,-1.087,0.934,-3.335,9.713,-0.478,0.129,-0.015,angry
0.08,570,705,0,0,0,0,0,406,351,203,652,2649,4,10,2797,3787,-0.627,3.991,19.149,1.856,1.403,-1.113,1.068,-3.598,9.62,-0.346,0.175,-0.015,angry
0.09,0,333,0,0,0,0,0,438,655,235,1568,2943,46,18,2751,3817,1.803,-3.519,15.522,0.355,1.226,-1.862,1.077,-3.687,9.603,-0.287,0.116,-0.01,angry
0.1,0,150,0,0,0,0,0,599,775,247,1597,3033,88,29,2843,3805,4.867,-5.191,16.144,-1.487,1.151,-1.499,0.718,-3.543,9.452,-0.173,0.059,0.001,angry
0.11,0,162,0,0,0,0,0,463,986,283,1737,3115,74,21,2941,3803,5.65,-4.769,10.704,-2.343,1.684,-1.037,0.852,-3.474,9.323,-0.203,-0.062,-0.024,angry
0.12,0,330,0,0,0,0,0,411,1129,293,1727,3149,53,17,2973,3781,6.5,-1.911,9.651,-2.713,1.245,-0.397,1.118,-3.364,9.33,-0.25,-0.115,-0.045,angry
0.13,0,196,0,0,0,0,0,339,1359,703,1704,3149,56,18,2986,3750,6.088,0.45,9.369,-2.812,0.746,0.182,1.269,-3.864,9.357,-0.277,-0.235,-0.059,angry
0.14,0,64,0,0,0,0,0,275,1491,853,1584,3100,231,43,3007,3679,5.705,2.713,9.646,-2.759,0.119,0.472,1.058,-3.962,9.807,-0.283,-0.254,-0.071,angry
0.15,0,39,0,0,0,0,0,182,1611,1115,1525,3052,377,59,3003,3653,5.725,4.654,8.121,-2.483,0.006,0.368,1.077,-3.79,9.357,-0.271,-0.261,-0.073,angry
0.16,0,93,0,0,0,0,0,153,1789,1503,1650,2999,1107,49,3001,3485,5.713,7.161,8.459,-1.801,-0.451,0.043,1.097,-3.986,9.215,-0.247,-0.275,-0.063,angry
0.17,0,31,0,0,0,0,0,134,1927,1693,1835,3035,1559,51,2991,3231,8.531,10.372,10.59,-1.613,-0.066,-0.091,1.221,-3.936,9.06,-0.105,-0.045,-0.049,angry
0.18,0,70,0,0,0,0,0,114,1983,1791,1799,3019,1619,39,2968,3124,9.129,12.866,8.803,-1.03,-0.979,0.654,1.573,-4.063,9.268,-0.009,0.03,0.004,angry
0.19,0,184,0,0,0,0,0,107,2199,1851,1906,3108,1663,47,2899,3080,6.333,13.02,6.208,-0.784,-1.05,1.547,1.283,-3.857,9.199,-0.025,0.001,0.001,angry
0.2,0,305,0,0,0,0,0,137,2296,1897,1988,3102,1719,37,2845,2991,2.605,13.458,5.827,0.119,-0.445,2.197,1.312,-3.733,9.187,-0.07,-0.047,0.007,angry
0.21,0,379,0,0,0,0,0,129,2515,2019,2021,3110,1798,47,2611,2944,2.028,14.059,6.23,0.332,0.173,2.125,1.386,-3.802,9.282,-0.151,-0.072,0.006,angry
0.22,0,422,0,0,0,0,0,173,2728,2171,2428,3082,1903,48,2360,2847,1.985,13.36,4.551,0.205,0.382,1.95,1.29,-3.996,9.167,-0.151,-0.116,0.022,angry
0.23,0,451,0,0,0,0,0,192,2859,2333,2147,3107,1967,46,2373,2779,2.818,11.358,1.812,0.409,0.201,1.808,1.31,-4.013,9.064,-0.152,-0.143,-0.003,angry
0.24,0,466,0,0,0,0,0,194,2928,2364,2157,3096,2055,47,2393,2653,3.677,10.968,3.057,1.036,0.018,1.877,1.434,-4.07,9.033,-0.114,-0.162,0.009,angry
0.25,0,562,0,0,0,0,0,203,3027,2535,2160,3006,2293,51,2477,2644,5.205,11.375,6.677,1.06,-0.058,2.208,1.329,-4.415,9.414,-0.037,-0.367,0.002,angry
0.26,0,225,0,0,0,0,0,357,3037,2588,2167,2963,2467,58,2661,2648,7.446,14.423,12.335,-2.89,3.667,0.308,1.405,-3.986,9.282,0.071,-0.396,-0.027,angry
0.27,0,379,0,0,0,0,0,128,2970,2727,2165,2871,2732,35,2739,2667,15.931,4.053,-3.428,1.883,-0.794,3.249,1.769,-3.946,8.825,0.063,-0.382,-0.068,angry
0.28,0,327,0,0,0,0,0,285,2725,2833,2167,2831,2998,47,2943,2783,-0.096,10.281,7.822,0.69,0.291,2.83,1.774,-4.118,9.155,0.256,-0.353,-0.09,angry
