timestamp,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,acc_x_left,acc_y_left,acc_z_left,gyro_x_left,gyro_y_left,gyro_z_left,acc_x_right,acc_y_right,acc_z_right,gyro_x_right,gyro_y_right,gyro_z_right,mood
0,2359,2256,2986,2800,506,0,2130,3379,377,1203,2034,2453,26,5,1939,2869,0.124,3.68,9.385,0.056,0.037,-0.018,0.539,-2.837,9.644,0.03,0.026,0.015,angry
0.01,2626,2375,3270,2864,582,0,2365,3458,453,1165,2369,2478,11,10,1973,2935,0.101,3.634,9.27,0.053,0.03,-0.013,0.498,-2.868,9.723,0.035,0.018,0.014,angry
0.02,2639,2390,3281,2865,630,0,2365,3450,383,1135,2280,2489,21,6,1957,3033,0.084,3.658,9.304,0.052,0.022,-0.008,0.486,-2.725,9.649,0.017,0.01,0.018,angry
0.03,2641,2407,3287,2863,511,0,2373,3439,398,1183,2321,2519,12,5,1939,3055,0.062,3.649,9.316,0.049,0.026,-0.006,0.498,-2.837,9.689,-0.006,0.01,0.017,angry
0.04,2412,2171,3113,2559,432,0,2175,3152,423,1298,2354,2543,21,9,1973,3101,0.122,3.687,9.325,0.049,0.029,-0.012,0.496,-2.844,9.816,-0.001,0.028,0.018,angry
0.05,2645,2413,3287,2859,469,0,2346,3430,412,1273,2362,2519,10,4,2011,3133,0.153,3.651,9.349,0.051,0.023,-0.007,0.491,-2.89,9.706,0.014,0.03,0.016,angry
0.06,2641,2407,3285,2860,527,0,2328,3399,407,1299,2357,2493,19,5,2071,3143,0.122,3.673,9.33,0.061,0.027,-0.013,0.493,-2.842,9.644,0.015,0.03,0.017,angry
0.07,2655,2411,3279,2855,557,0,2299,3394,410,1298,2316,2505,13,7,2101,3261,0.079,3.675,9.278,0.054,0.033,-0.012,0.474,-2.89,9.802,-0.005,0.014,0.018,angry
0.08,2662,2413,3286,2864,531,0,2288,3407,409,1300,2515,2484,24,8,2133,3193,0.067,3.658,9.313,0.051,0.027,-0.009,0.464,-2.883,9.72,0.006,0.023,0.016,angry
0.09,2669,2416,3294,2862,362,0,2272,3367,403,1321,2505,2543,24,7,2136,3199,0.127,3.704,9.349,0.052,0.03,-0.01,0.469,-2.835,9.694,0.009,0.024,0.015,angry
0.1,2671,2434,3298,2873,416,0,2304,3387,377,1321,2490,2568,21,7,2151,3218,0.036,3.701,9.306,0.048,0.026,-0.012,0.484,-2.868,9.663,0.008,0.024,0.02,angry
