timestamp,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,acc_x_left,acc_y_left,acc_z_left,gyro_x_left,gyro_y_left,gyro_z_left,acc_x_right,acc_y_right,acc_z_right,gyro_x_right,gyro_y_right,gyro_z_right,mood
0,1665,2356,2843,2077,1019,0,82,0,2507,1654,0,3095,462,3,1404,3285,3.158,4.104,8.554,0.014,-0.005,0.013,0.876,-3.512,9.522,0.023,0.009,0.023,angry
0.01,1693,2311,2769,2006,935,0,22,0,2507,1727,2,3059,627,5,1653,3332,3.141,4.472,8.803,-0.028,-0.033,0.054,1.176,-3.589,9.28,0.05,-0.116,-0.014,angry
0.02,1657,2019,2479,1535,815,0,0,0,2555,1791,7,3048,947,5,1851,3354,2.99,4.183,8.918,-0.092,-0.033,0.081,1.065,-3.666,9.304,0.11,-0.272,-0.035,angry
0.03,1498,1648,1915,606,537,0,0,0,2536,1885,5,2952,1623,3,2347,3435,2.806,4.48,9.313,-0.149,-0.017,0.189,1.317,-3.589,9.692,0.206,-0.373,-0.068,angry
0.04,1296,1183,476,184,278,0,0,0,2381,1911,7,2725,1963,5,2701,3499,2.72,4.231,8.741,-0.025,0.051,0.398,1.618,-4.283,10.106,0.313,-0.234,-0.086,angry
0.05,1131,865,0,0,202,0,0,0,2120,1779,2,2373,2019,25,2837,3557,0.706,4.453,9.052,0.218,0.029,0.388,1.389,-4.286,9.759,0.48,-0.259,-0.132,angry
0.06,987,560,0,0,139,0,0,0,933,935,2,665,1685,1,3026,3645,1.496,3.68,8.382,0.506,0.024,0.022,0.812,-2.093,8.279,0.485,-0.054,-0.106,angry
0.07,925,357,0,0,129,0,0,0,1112,923,0,653,1682,0,3061,3785,2.71,3.043,9.321,0.71,0.127,-0.049,2.239,-0.46,8.689,-0.087,0.124,0.116,angry
0.08,832,111,0,0,122,0,0,0,1423,939,48,1357,1753,3,3096,3687,3.682,1.712,11.229,0.894,0.128,-0.005,1.353,-3.311,9.416,-0.092,0.345,0.215,angry
0.09,449,0,0,0,75,0,0,0,1341,633,0,1591,1767,16,3117,3717,2.418,-1.106,11.832,0.741,-0.036,-0.135,1.147,-3.543,9.591,-0.044,0.164,0.189,angry
0.1,333,0,0,0,14,0,0,0,647,309,23,1725,1669,4,3143,3705,2.988,-1.707,14.667,0.233,0.002,-0.482,1.185,-3.328,9.634,0.133,0.147,0.168,angry
0.11,326,0,0,0,5,0,0,0,395,0,0,1582,1527,0,3156,3710,3.285,-3.452,13.757,-0.247,-0.011,-0.514,1.3,-3.373,9.486,0.145,0.176,0.137,angry
0.12,339,0,0,0,0,0,0,0,219,0,0,1287,1362,0,3174,3721,3.33,-4.334,12.51,-0.539,-0.044,-0.601,1.252,-3.879,10.013,0.181,0.113,0.06,angry
0.13,321,0,0,0,0,0,0,0,121,0,0,788,944,0,3151,3737,4.228,-4.379,12.158,-0.778,-0.088,-0.632,0.472,-3.721,9.895,0.3,0.121,-0.005,angry
0.14,300,0,0,0,20,0,0,0,81,0,0,581,487,0,3117,3748,4.226,-3.725,12.876,-1.002,-0.249,-0.557,-1.288,-3.335,9.227,0.373,0.147,0.012,angry
0.15,272,0,0,0,16,0,0,0,27,0,0,355,243,0,3029,3671,4.647,-2.528,13.431,-1.253,-0.459,-0.459,0.362,-2.995,9.215,0.408,0.113,0.029,angry
0.16,240,0,0,0,1,0,0,0,27,0,0,399,173,0,2921,3819,4.633,-1.568,12.682,-1.558,-0.497,-0.33,1.362,-2.82,9.618,0.416,0.158,0.074,angry
0.17,230,0,0,0,0,0,0,0,0,0,0,333,132,0,2785,3764,4.492,-0.438,12.086,-1.737,-0.471,-0.237,2.298,-3.405,9.325,0.404,0.28,0.062,angry
0.18,240,0,0,0,0,0,0,0,0,0,0,335,88,0,2493,3785,4.276,0.816,11.368,-1.866,-0.434,-0.174,1.729,-2.38,8.995,0.36,0.307,0.079,angry
0.19,238,0,0,0,0,0,0,0,0,0,0,274,98,38,2351,3789,3.816,1.616,10.228,-1.879,-0.412,-0.188,1.726,-2.55,9.292,0.257,0.256,0.056,angry
0.2,240,0,0,0,0,0,0,0,0,0,33,326,101,0,2359,3795,3.764,2.617,9.23,-1.8,-0.413,-0.256,1.709,-1.812,9.438,0.108,0.169,0.042,angry
0.21,223,0,0,0,0,0,0,0,0,0,0,459,47,0,2318,3800,3.718,3.359,8.147,-1.666,-0.423,-0.328,0.692,-1.745,9.067,0.062,0.142,0.145,angry
0.22,196,0,0,0,0,0,0,0,0,0,0,718,55,0,2407,3797,3.677,3.831,7.389,-1.478,-0.483,-0.405,1.044,-1.199,8.102,0.02,0.207,0.297,angry
0.23,208,0,0,0,0,0,0,0,7,0,0,973,102,0,2373,3799,3.333,4.295,7.405,-1.306,-0.578,-0.479,0.673,-2.325,9.926,-0.317,0.246,0.457,angry
0.24,189,0,0,0,0,0,0,0,29,0,130,1205,173,0,2379,3791,2.789,5.009,7.755,-1.223,-0.764,-0.58,-0.256,-2.047,10.295,-0.33,0.338,0.47,angry
0.25,91,0,0,0,0,0,0,0,95,0,0,1656,230,0,2357,3775,2.109,6.065,7.405,-1.199,-0.983,-0.731,2.239,-5.322,9.333,-0.285,0.255,0.351,angry
0.26,29,0,0,0,0,0,0,0,220,0,2,2059,348,0,2263,3763,1.322,7.429,6.393,-1.126,-1.107,-0.888,0.73,-3.079,9.725,-0.329,0.168,0.132,angry
0.27,2,0,0,0,67,0,0,0,345,0,0,2261,536,8,2265,3735,1.587,11.832,4.372,-0.857,-1.17,-1.054,0.788,-3.093,9.752,-0.317,0.094,0.057,angry
0.28,0,0,0,0,48,0,0,0,567,219,23,2278,687,3,2281,3691,0.436,14.152,3.191,-0.672,-0.749,-1.332,0.534,-3.048,9.79,-0.244,0.138,0.084,angry
0.29,0,0,0,0,92,0,0,0,811,526,2,2439,913,10,2155,3624,0.9,15.081,0.553,-0.341,-0.464,-1.523,0.9,-3.031,9.543,-0.236,0.165,0.101,angry
0.3,0,0,0,0,3,0,0,128,973,691,2,2527,1109,9,1875,3517,3.979,17.279,-1.073,0.323,-0.111,-1.344,0.898,-3.211,9.443,-0.26,0.134,0.09,angry
0.31,0,0,0,0,11,0,304,1156,1305,951,0,2663,1321,4,1626,3384,7.384,19.613,-4.623,1.53,-0.002,-0.316,0.474,-3.261,9.462,-0.186,0.035,0.102,angry
0.32,0,0,0,0,401,0,862,2774,1495,1483,12,2807,1299,3,583,2601,-3.132,0.754,17.133,0.762,0.608,0.453,-0.479,-2.976,10.144,-0.218,-0.112,0.195,angry
0.33,0,0,0,0,591,0,1898,3344,1575,1509,0,2843,661,0,13,1067,5.521,4.559,10.953,1.812,-0.426,-0.704,1.015,-0.067,11.31,-1.222,-0.002,0.079,angry
